what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233286752759
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233286752816
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1233286753404
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1233286753451
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233286754946
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233286754947
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1233286756207
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233286760601
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233286763763
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233286763852
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233286767176
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233286805340
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233286805558
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233286805576
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233286812656
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233286820406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233286822989
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233286824476
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233286824572
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233286824603
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233286828640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233286852478
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233286852733
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233286852750
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233286858175
